id	title	imdbID	spanishTitle	imdbPictureURL	year	rtID	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsNumRotten	rtAllCriticsScore	rtTopCriticsRating	rtTopCriticsNumReviews	rtTopCriticsNumFresh	rtTopCriticsNumRotten	rtTopCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore	rtPictureURL
76	Screamers	0114367	Asesinos cibernéticos	http://ia.media-imdb.com/images/M/MV5BMTY5NTQzMDkyMF5BMl5BanBnXkFtZTcwOTg1MTcyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1995	1069696-screamers	4.7	30	9	21	30	4.9	9	2	7	22	3	2070	45	http://content7.flixster.com/movie/27/23/272301_det.jpg
77	Nico Icon	0113973	Nico Icon	http://ia.media-imdb.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1995	nico_icon	7.1	13	11	2	84	8	5	4	1	80	4	87	85	http://content9.flixster.com/movie/10/84/77/10847739_det.jpg
78	The Crossing Guard	0112744	Cruzando la oscuridad	http://ia.media-imdb.com/images/M/MV5BMTQ4NDM4MTA0Nl5BMl5BanBnXkFtZTcwNzkxMjEyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1995	crossing_guard	6.5	27	20	7	74	0	4	2	2	50	3.3	2170	56	http://content7.flixster.com/movie/27/69/276905_det.jpg
79	The Juror	0116731	Coacción a un jurado	http://ia.media-imdb.com/images/M/MV5BMTgwOTc5MjYzNl5BMl5BanBnXkFtZTcwMjYzMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1996	juror	4.4	19	3	16	15	4.3	6	1	5	16	2.8	2266	39	http://content6.flixster.com/movie/27/93/279316_det.jpg
80	Badkonake sefid	0112445	El globo blanco	http://ia.media-imdb.com/images/M/MV5BMTQ0MTAxMjMxOF5BMl5BanBnXkFtZTcwODU4NjEyMQ@@._V1._SX77_SY140_.jpg	1995	white_balloon	6.8	20	16	4	80	6.6	8	6	2	75	4	547	86	http://content9.flixster.com/movie/54/93/06/5493067_det.jpg
81	Things to Do in Denver When You're Dead	0114660	Cosas que hacer en Denver cuando estás muerto	http://ia.media-imdb.com/images/M/MV5BMTgxODc5NzYzNl5BMl5BanBnXkFtZTcwOTg0MjkxMQ@@._V1._SY314_CR8,0,214,314_.jpg	1995	things_to_do_in_denver_when_youre_dead	4.9	27	9	18	33	5.5	5	1	4	20	3.5	3197	72	http://content8.flixster.com/movie/27/06/270606_det.jpg
82	Antonia	0112379	Antonia	http://ia.media-imdb.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1995	antonias_line	6.5	25	16	9	64	7.8	10	9	1	90	4.2	1707	90	http://content6.flixster.com/movie/28/20/282096_det.jpg
83	Once Upon a Time... When We Were Colored	0114039	Once Upon a Time... When We Were Colored	http://ia.media-imdb.com/images/M/MV5BMTI4NDk2MDcyNV5BMl5BanBnXkFtZTcwMTQxNTMyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1995	once-upon-a-timewhen-we-were-colored	7.3	14	10	4	71	7.9	5	5	0	100	3.7	414	76	http://content8.flixster.com/movie/10/92/29/10922994_det.jpg
84	Last Summer in the Hamptons	0113612	Last Summer in the Hamptons	http://ia.media-imdb.com/images/M/MV5BMTY2OTM4MDI2OV5BMl5BanBnXkFtZTcwNTQxMTYxMQ@@._V1._SX214_CR0,0,214,314_.jpg	1995	last_summer_in_the_hamptons	5.6	15	9	6	60	0	2	2	0	100	3.3	89	47	http://content8.flixster.com/movie/92/06/07/9206078_det.jpg
85	Angels and Insects	0112365	Ángeles & insectos	http://ia.media-imdb.com/images/M/MV5BOTgwMTExNjk2M15BMl5BanBnXkFtZTcwNzQxNTEzMQ@@._V1._SY314_CR2,0,214,314_.jpg	1995	angels_and_insects	6.5	20	14	6	70	8.1	5	5	0	100	3.3	635	62	http://content6.flixster.com/movie/10/89/39/10893928_det.jpg
86	White Squall	0118158	Tormenta blanca (White Squall)	http://ia.media-imdb.com/images/M/MV5BMTI5NjIzMTI5OV5BMl5BanBnXkFtZTcwMjY0MzAyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1996	white_squall	5.8	30	19	11	63	6.3	10	7	3	70	3.2	3184	62	http://content9.flixster.com/movie/10/90/52/10905259_det.jpg
87	Dunston Checks In	0116151	Mi colega Dunston	http://ia.media-imdb.com/images/M/MV5BMTM2OTI4ODAxMl5BMl5BanBnXkFtZTcwODUzMzYyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1996	dunston_checks_in	3.8	15	1	14	6	0	4	1	3	25	2.5	2935	39	http://content8.flixster.com/movie/10/85/22/10852206_det.jpg
88	Black Sheep	0779982	Ovejas asesinas	http://ia.media-imdb.com/images/M/MV5BNzcwMTA1MjEzMl5BMl5BanBnXkFtZTcwNzE0MzQ0MQ@@._V1._SX214_CR0,0,214,314_.jpg	2006	black_sheep	6.4	87	61	26	70	6.3	21	15	6	71	3.2	19454	54	http://content6.flixster.com/movie/58/07/67/5807672_det.jpg
89	Nick of Time	0113972	Nick of time: a la hora señalada	http://ia.media-imdb.com/images/M/MV5BMjEyMTk0ODYzM15BMl5BanBnXkFtZTYwNzQ4Mjg5._V1._SX150_SY220_.jpg	1995	nick_of_time	4.6	28	8	20	28	3.8	5	0	5	0	3.1	10563	54	http://content9.flixster.com/movie/10/84/01/10840163_det.jpg
90	The Journey of August King	0113490	The Journey of August King	http://ia.media-imdb.com/images/M/MV5BMjA2MTMxMDQyMV5BMl5BanBnXkFtZTcwMDEzMzcyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1995	journey_of_august_king	6.2	7	4	3	57	0	2	1	1	50	3.1	286	54	http://content8.flixster.com/movie/26/54/265406_det.jpg
92	Mary Reilly	0117002	Mary Reilly	http://ia.media-imdb.com/images/M/MV5BMTcxODgwNTM5MF5BMl5BanBnXkFtZTcwNTM0MjMyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1996	mary_reilly	4.4	41	11	30	26	4.6	9	2	7	22	2.8	3733	41	http://content6.flixster.com/movie/27/56/275628_det.jpg
93	Vampire in Brooklyn	0114825	Un vampiro suelto en Brooklyn	http://ia.media-imdb.com/images/M/MV5BMTI1MTQ3NzE0MV5BMl5BanBnXkFtZTcwNDAwNzIyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1995	vampire_in_brooklyn	3.6	28	3	25	10	3.1	9	0	9	0	2.4	6122	37	http://content7.flixster.com/movie/10/88/64/10886457_det.jpg
94	Beautiful Girls	0115639	Beautiful Girls	http://ia.media-imdb.com/images/M/MV5BMTI4NjU0NDM0NV5BMl5BanBnXkFtZTYwODU5MjY5._V1._SY314_CR1,0,214,314_.jpg	1996	beautiful_girls	7	46	36	10	78	6.3	14	9	5	64	3.6	4674	79	http://content7.flixster.com/movie/10/84/53/10845361_det.jpg
95	Broken Arrow	0115759	Broken Arrow: alarma nuclear	http://ia.media-imdb.com/images/M/MV5BMjE0NjIwODI0Nl5BMl5BanBnXkFtZTcwMDM5MDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1996	1069241-broken_arrow	5.8	29	16	13	55	6.1	6	3	3	50	2.9	12489	51	http://content6.flixster.com/movie/27/12/271208_det.jpg
96	In the Bleak Midwinter	0113403	En lo más crudo del crudo invierno	http://ia.media-imdb.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1._SX214_CR0,0,214,314_.jpg	1995	midwinters_tale	7.3	19	17	2	89	0	3	2	1	66	4.1	309	88	http://content6.flixster.com/movie/52/63/38/5263388_det.jpg
97	La haine	0113247	El odio	http://ia.media-imdb.com/images/M/MV5BMTc1ODkwNTI0OV5BMl5BanBnXkFtZTcwNDA2MjEyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1995	hate	8	14	14	0	100	0	4	4	0	100	4.3	11987	95	http://content8.flixster.com/movie/10/84/15/10841502_det.jpg
98	Going Shopping	0295605	Going Shopping	http://ia.media-imdb.com/images/M/MV5BMTc5MTQ3MzA0M15BMl5BanBnXkFtZTcwNzk4MDE0MQ@@._V1._SY314_CR3,0,214,314_.jpg	2005	going_shopping	5	29	12	17	41	5	15	5	10	33	2.8	691	37	http://content8.flixster.com/movie/25/02/250226_det.jpg
99	Heidi Fleiss: Hollywood Madam	0113283	Heidi Fleiss: Hollywood Madam	http://ia.media-imdb.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1._SY314_CR5,0,214,314_.jpg	1995	heidi_fleiss_hollywood_madam	7.5	7	5	2	71	8.8	5	4	1	80	3	281	46	http://content7.flixster.com/movie/30/49/304921_det.jpg
100	City Hall	0115907	City Hall. La sombra de la corrupción	http://ia.media-imdb.com/images/M/MV5BMTQxNzEzMzQwN15BMl5BanBnXkFtZTcwOTk5MDYyMQ@@._V1._SY292_CR1,0,214,292_.jpg	1996	city_hall	6.1	22	12	10	54	7	6	3	3	50	3	2730	42	http://content8.flixster.com/movie/27/59/275902_det.jpg
101	Bottle Rocket	0115734	Ladrón que roba a otro ladrón	http://ia.media-imdb.com/images/M/MV5BMTk1ODI3NzA2NV5BMl5BanBnXkFtZTcwNTI0MTEyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1996	bottle_rocket	6.6	42	33	9	78	6.1	9	5	4	55	3.7	16217	80	http://content6.flixster.com/movie/26/73/267324_det.jpg
102	Mr. Wrong	0117102	Mr. Wrong	http://ia.media-imdb.com/images/M/MV5BMTM0MTAxMjcyMl5BMl5BanBnXkFtZTcwMTIzMTEyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1996	mr_wrong	3.1	28	1	27	3	3.1	8	0	8	0	2.4	1544	29	http://content8.flixster.com/movie/10/92/04/10920478_det.jpg
103	Unforgettable	0118040	Escondido en la memoria	http://ia.media-imdb.com/images/M/MV5BNDM1MDg5MzY4OV5BMl5BanBnXkFtZTcwMDM5NjgyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1996	unforgettable	4.4	26	6	20	23	0	4	0	4	0	3	358	36	http://content8.flixster.com/movie/11/13/35/11133586_det.jpg
104	Happy Gilmore	0116483	Terminagolf	http://ia.media-imdb.com/images/M/MV5BMjE1MzgxNjIyN15BMl5BanBnXkFtZTcwMjkzMjYyMQ@@._V1._SY314_CR6,0,214,314_.jpg	1996	happy_gilmore	5.5	50	29	21	58	5.1	11	4	7	36	3.7	114875	83	http://content7.flixster.com/movie/25/96/259613_det.jpg
105	The Bridges of Madison County	0112579	Los puentes de Madison	http://ia.media-imdb.com/images/M/MV5BMTQ5NzcyODM1Ml5BMl5BanBnXkFtZTcwODQwMDQyMQ@@._V1._SY314_CR6,0,214,314_.jpg	1995	bridges_of_madison_county	7.2	40	36	4	90	7.9	9	9	0	100	3.6	11573	83	http://content6.flixster.com/movie/10/92/73/10927328_det.jpg
106	Keiner liebt mich	0110251	Nadie me quiere	http://ia.media-imdb.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1._SY314_CR4,0,214,314_.jpg	1994	nobody_loves_me	6	6	4	2	66	0	1	1	0	100	4.2	161	89	http://content6.flixster.com/movie/10/89/61/10896152_det.jpg
107	Muppet Treasure Island	0117110	Los teleñecos en la isla del tesoro	http://ia.media-imdb.com/images/M/MV5BMTY0NDU1MDYxMl5BMl5BanBnXkFtZTcwNjgyMTEzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1996	muppet_treasure_island	6.1	22	15	7	68	7.4	5	4	1	80	3.2	8588	68	http://content6.flixster.com/movie/10/88/15/10881572_det.jpg
110	Braveheart	0112573	Braveheart	http://ia.media-imdb.com/images/M/MV5BMTY0ODA1MTYzNl5BMl5BanBnXkFtZTcwNDE1MjM3Mw@@._V1._SY314_CR1,0,214,314_.jpg	1995	1065684-braveheart	7	48	37	11	77	6.7	16	12	4	75	3.8	204275	83	http://content9.flixster.com/movie/16/90/54/1690543_det.jpg
111	Taxi Driver	0075314	Taxi Driver	http://ia.media-imdb.com/images/M/MV5BMTQ1Nzg3MDQwN15BMl5BanBnXkFtZTcwNDE2NDU2MQ@@._V1._SY314_CR8,0,214,314_.jpg	1976	taxi_driver	8.7	50	49	1	98	7.7	9	8	1	88	4.1	58145	93	http://content9.flixster.com/movie/10/91/39/10913987_det.jpg
112	Hung fan kui	0113326	Duro de matar	http://ia.media-imdb.com/images/M/MV5BMjEzNTkzNTM1OF5BMl5BanBnXkFtZTcwMjgxMjMyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1995	rumble_in_the_bronx	6.4	52	41	11	78	6.5	16	13	3	81	3.1	7517	62	http://content6.flixster.com/movie/10/88/62/10886212_det.jpg
113	Before and After	0115645	Antes y después	http://ia.media-imdb.com/images/M/MV5BMTgwODk4NDkzNF5BMl5BanBnXkFtZTcwMjA0MjUyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1996	1070061-before_and_after	4.8	19	6	13	31	5.7	5	2	3	40	3	1276	39	http://content8.flixster.com/movie/26/53/265310_det.jpg
114	Margaret's Museum	0113774	Margaret's Museum	http://ia.media-imdb.com/images/M/MV5BMTc3NjY0Mjk4MV5BMl5BanBnXkFtZTcwNTAzMzUyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1995	margarets_museum	6.9	6	4	2	66	0	1	1	0	100	3.7	500	76	http://content7.flixster.com/movie/10/43/62/10436297_det.jpg
115	Le bonheur est dans le pré	0112556	La alegría está en el campo	http://ia.media-imdb.com/images/M/MV5BMTcxMzM5MDAxMF5BMl5BanBnXkFtZTcwNzUxNDMzMQ@@._V1._SY314_CR5,0,214,314_.jpg	1995	happiness_is_in_the_field	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/91/13/10911350_det.jpg
116	Anne Frank Remembered	0112373	Anne Frank Remembered	http://ia.media-imdb.com/images/M/MV5BNTMyOTkxMzA5N15BMl5BanBnXkFtZTcwNjU3MTUyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1995	anne_frank_remembered	7.8	27	26	1	96	7.6	16	15	1	93	3.7	1076	79	http://content9.flixster.com/movie/10/87/14/10871419_det.jpg
117	The Young Poisoner's Handbook	0115033	The Young Poisoner's Handbook	http://ia.media-imdb.com/images/M/MV5BMTk4NzI4OTk4NF5BMl5BanBnXkFtZTYwMzU4Mjg5._V1._SY216_CR41,0,214,216_.jpg	1995	young_poisoners_handbook	7.1	13	11	2	84	0	3	3	0	100	3.7	541	79	http://content8.flixster.com/movie/52/63/47/5263478_det.jpg
118	If Lucy Fell	0116606	Si no te casas, me mato	http://ia.media-imdb.com/images/M/MV5BMTIyNjYyMjIyMV5BMl5BanBnXkFtZTcwNzE4OTUxMQ@@._V1._SX214_CR0,0,214,314_.jpg	1996	if_lucy_fell	4	26	5	21	19	4.3	9	2	7	22	3.1	1202	49	http://content7.flixster.com/movie/10/36/17/10361777_det.jpg
119	Steal Big Steal Little	0114536	Días de fortuna	http://ia.media-imdb.com/images/M/MV5BMTM3MzkzODY2OF5BMl5BanBnXkFtZTcwNjY1OTUyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1995	steal_big_steal_little	4.5	13	2	11	15	0	3	0	3	0	2.9	555	36	http://content9.flixster.com/movie/10/86/77/10867755_det.jpg
120	Race the Sun	0117427	La carrera del sol	http://ia.media-imdb.com/images/M/MV5BMTc3NzgzMzgxNF5BMl5BanBnXkFtZTcwNzMyMzUyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1996	race_the_sun	4.8	9	2	7	22	0	3	0	3	0	2.9	822	40	http://content7.flixster.com/movie/10/88/81/10888113_det.jpg
121	The Boys of St. Vincent	0106473	The Boys of St. Vincent	http://ia.media-imdb.com/images/M/MV5BMjE3NjM3NDQ0M15BMl5BanBnXkFtZTcwNzEwNjMyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1992	the-boys-of-st-vincent	8.2	6	6	0	100	0	1	1	0	100	3.5	401	77	http://content7.flixster.com/movie/11/12/44/11124449_det.jpg
122	Boomerang	0103859	Boomerang: el príncipe de las mujeres	http://ia.media-imdb.com/images/M/MV5BMTg1NTk3NTkzNl5BMl5BanBnXkFtZTcwNTk4MjAzMQ@@._V1._SY314_CR2,0,214,314_.jpg	1992	1039796-boomerang	4.8	27	10	17	37	5.4	8	4	4	50	2.8	4751	55	http://content6.flixster.com/movie/26/81/268128_det.jpg
123	Chung Hing sam lam	0109424	Chungking Express	http://ia.media-imdb.com/images/M/MV5BMjA5MTc3NDE2MV5BMl5BanBnXkFtZTcwMDM5MTk5MQ@@._V1._SY314_CR19,0,214,314_.jpg	1994	chungking_express	7.7	27	26	1	96	6.8	7	6	1	85	4.2	11068	93	http://content6.flixster.com/movie/10/85/69/10856936_det.jpg
124	L'uomo delle stelle	0114808	El hombre de las estrellas	http://ia.media-imdb.com/images/M/MV5BMjE0MTE1ODI3MF5BMl5BanBnXkFtZTcwMTMwMTkxMQ@@._V1._SY314_CR1,0,214,314_.jpg	1995	star_maker	6.5	12	9	3	75	7	5	4	1	80	3.7	543	73	http://content9.flixster.com/movie/27/57/275715_det.jpg
125	Flirting with Disaster	0116324	Flirteando con el desastre	http://ia.media-imdb.com/images/M/MV5BMTI5NDY1Nzk1OV5BMl5BanBnXkFtZTcwMDE5OTUyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1996	flirting_with_disaster	7.4	42	36	6	85	8.5	6	6	0	100	3.3	2127	65	http://content9.flixster.com/movie/92/18/93/9218931_det.jpg
126	The Neverending Story III	0110647	Las aventuras de Bastian: La historia interminable III	http://ia.media-imdb.com/images/M/MV5BMTAxMjY5OTg1MjJeQTJeQWpwZ15BbWU3MDk4MTgzMjE@._V1._SY314_CR1,0,214,314_.jpg	1994	neverending_story_3_the_escape_from_fantasia	0	3	1	2	33	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/10/88/07/10880743_det.jpg
128	Jupiter's Wife	0110217	Jupiter's Wife	http://ia.media-imdb.com/images/M/MV5BMTI3ODIyODY4N15BMl5BanBnXkFtZTcwNjE3MjUyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1995	jupiters_wife	0	4	3	1	75	0	1	0	1	0	0	0	0	http://content7.flixster.com/movie/10/97/52/10975293_det.jpg
129	Pie in the Sky	0114131	Pie in the Sky	http://ia.media-imdb.com/images/M/MV5BMTAxMTQwNTg1NjNeQTJeQWpwZ15BbWU3MDEzMzI0MjE@._V1._SY314_CR3,0,214,314_.jpg	1996	pie_in_the_sky	0	2	1	1	50	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/28/42/284295_det.jpg
130	Angela's Ashes	0145653	Las cenizas de Ángela	http://ia.media-imdb.com/images/M/MV5BMTg3NDg0NjU5OF5BMl5BanBnXkFtZTcwMjAwMjIyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1999	angelas_ashes	5.7	84	44	40	52	5.3	26	10	16	38	3.6	4588	79	http://content6.flixster.com/movie/10/92/31/10923132_det.jpg
131	Frankie Starlight	0113107	Frankie y las estrellas	http://ia.media-imdb.com/images/M/MV5BMjAxMzU0MzI0OF5BMl5BanBnXkFtZTcwMjI3MzMyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1995	frankie_starlight	5.8	6	4	2	66	0	1	1	0	100	3.8	133	61	http://content6.flixster.com/movie/93/50/48/9350484_det.jpg
132	The Curse of the Jade Scorpion	0256524	La maldición del escorpión de jade	http://ia.media-imdb.com/images/M/MV5BMTIyMDcyNDIxM15BMl5BanBnXkFtZTcwMTgzNjIyMQ@@._V1._SY314_CR0,0,214,314_.jpg	2001	curse_of_the_jade_scorpion	5.2	122	55	67	45	5	36	14	22	38	3.1	4108	52	http://content6.flixster.com/movie/26/26/262600_det.jpg
134	Sonic Outlaws	0114500	Sonic Outlaws	http://ia.media-imdb.com/images/M/MV5BMTk5OTU5MTgxM15BMl5BanBnXkFtZTcwNTMwMDgyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1995	sonic_outlaws	0	3	2	1	66	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/10/83/90/10839055_det.jpg
135	Down Periscope	0116130	Abajo el periscopio	http://ia.media-imdb.com/images/M/MV5BMjA0NTE0ODE0Ml5BMl5BanBnXkFtZTcwNjMxMzUyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1996	down_periscope	3.8	31	4	27	12	4	8	1	7	12	2.8	3851	60	http://content9.flixster.com/movie/25/41/254115_det.jpg
136	From the Journals of Jean Seberg	0113125	From the Journals of Jean Seberg	http://ia.media-imdb.com/images/M/MV5BMTk5ODgzNDE1NV5BMl5BanBnXkFtZTcwMTY4MDMyMQ@@._V1._SY314_CR9,0,214,314_.jpg	1995	from_the_journals_of_jean_seberg	7.6	9	9	0	100	0	3	3	0	100	4	30	75	http://content8.flixster.com/movie/10/87/54/10875446_det.jpg
137	Man of the Year	0483726	Man of the Year	http://ia.media-imdb.com/images/M/MV5BMTM0NzQxMjk0OV5BMl5BanBnXkFtZTcwMDUyNDgzMQ@@._V1._SX214_CR0,0,214,314_.jpg	2006	man_of_the_year	4.4	141	30	111	21	5	35	11	24	31	3	29127	51	http://content9.flixster.com/movie/11/12/89/11128939_det.jpg
139	Hard Target	0107076	Blanco humano	http://ia.media-imdb.com/images/M/MV5BODQxMzY3MTY0MF5BMl5BanBnXkFtZTcwNTg2MDgxMQ@@._V1._SY314_CR4,0,214,314_.jpg	1993	hard_target	5.2	29	14	15	48	5.6	7	4	3	57	0	0	0	http://content6.flixster.com/movie/27/33/273300_det.jpg
140	Up Close & Personal	0118055	Íntimo y personal	http://ia.media-imdb.com/images/M/MV5BODQ1NDAyMTExMV5BMl5BanBnXkFtZTcwNDIwMDIyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1996	up_close_and_personal	5.1	31	10	21	32	6.5	6	3	3	50	3.2	2932	63	http://content9.flixster.com/movie/25/89/258991_det.jpg
141	The Birdcage	0115685	Una jaula de grillos	http://ia.media-imdb.com/images/M/MV5BMTMxNDY0MzcyOF5BMl5BanBnXkFtZTcwOTc4MDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1996	birdcage	6.7	29	22	7	75	7.5	5	5	0	100	3.3	13502	75	http://content9.flixster.com/movie/26/71/267195_det.jpg
143	Gospa	0113200	Gospa		1995		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
144	The Brothers McMullen	0112585	Los hermanos McMullen	http://ia.media-imdb.com/images/M/MV5BMTIwODk3MDU5N15BMl5BanBnXkFtZTcwMTE2NTYyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1995	brothers_mcmullen	7.1	34	31	3	91	7.8	6	6	0	100	3.2	1225	55	http://content8.flixster.com/movie/10/87/96/10879638_det.jpg
145	Bad Boys	0112442	Dos policías rebeldes (Bad Boys)	http://ia.media-imdb.com/images/M/MV5BMTI1NzAyNzA3OF5BMl5BanBnXkFtZTYwODU3OTk5._V1._SY314_CR2,0,214,314_.jpg	1995	1062483-bad_boys	4.8	41	16	25	39	3.7	9	1	8	11	3.5	67658	79	http://content8.flixster.com/movie/28/27/282798_det.jpg
146	The Amazing Panda Adventure	0112342	El pequeño panda	http://ia.media-imdb.com/images/M/MV5BNzM2MjM0MzI3OF5BMl5BanBnXkFtZTcwOTc2MDcxMQ@@._V1._SY314_CR1,0,214,314_.jpg	1995	amazing_panda_adventure	4.3	9	2	7	22	0	3	1	2	33	3	1335	46	http://content9.flixster.com/movie/11/15/28/11152831_det.jpg
147	The Basketball Diaries	0112461	Diario de un rebelde	http://ia.media-imdb.com/images/M/MV5BMTA5MjU4MDUxNTleQTJeQWpwZ15BbWU3MDc2MTA4MjE@._V1._SY314_CR1,0,214,314_.jpg	1995	basketball_diaries	4.9	35	15	20	42	4.7	11	3	8	27	3.5	12119	77	http://content7.flixster.com/movie/10/93/25/10932577_det.jpg
148	An Awfully Big Adventure	0112427	Una insólita aventura	http://ia.media-imdb.com/images/M/MV5BMTI0NzUwMzM1NF5BMl5BanBnXkFtZTcwNDc5ODgyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1995	awfully_big_adventure	5.4	11	4	7	36	0	3	0	3	0	3.2	1433	55	http://content8.flixster.com/movie/10/90/97/10909738_det.jpg
149	The Moguls	0405163	The Moguls	http://ia.media-imdb.com/images/M/MV5BMTYyNzQyOTQzN15BMl5BanBnXkFtZTcwNTYxNjQzMQ@@._V1._SX214_CR0,0,214,314_.jpg	2005	the-amateurs	3.9	24	4	20	16	0	4	1	3	25	3	8865	46	http://content7.flixster.com/movie/11/13/35/11133545_det.jpg
150	Apollo 13	0112384	Apolo 13	http://ia.media-imdb.com/images/M/MV5BMTM2Njg2NjU5NF5BMl5BanBnXkFtZTYwODI5MDc4._V1._SX144_SY226_.jpg	1995	apollo_13	8	51	49	2	96	7.9	11	10	1	90	3.6	30565	78	http://content7.flixster.com/movie/10/93/70/10937057_det.jpg
151	Rob Roy	0114287	Rob Roy: la pasión de un rebelde	http://ia.media-imdb.com/images/M/MV5BMTIyOTYwOTMwMF5BMl5BanBnXkFtZTcwNjA2MzQyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1995	1061000-rob_roy	6.3	42	30	12	71	5.8	10	5	5	50	3.3	5253	73	http://content9.flixster.com/movie/26/89/268991_det.jpg
152	Basic Instinct 2	0430912	Instinto básico 2 - adicción al riesgo	http://ia.media-imdb.com/images/M/MV5BNTM3OTk4NTU3MF5BMl5BanBnXkFtZTcwOTMwMzMzMQ@@._V1._SX214_CR0,0,214,314_.jpg	2006	basic_instinct_2	3.1	149	10	139	6	3.2	35	1	34	2	2.5	28208	33	http://content8.flixster.com/movie/10/89/83/10898386_det.jpg
153	Batman Forever	0112462	Batman Forever	http://ia.media-imdb.com/images/M/MV5BMjAwOTEyNjg0M15BMl5BanBnXkFtZTYwODQyMTI5._V1._SY314_CR8,0,214,314_.jpg	1995	batman_forever	5.2	54	23	31	42	5.9	14	10	4	71	2.9	47498	42	http://content7.flixster.com/movie/55/34/97/5534977_det.jpg
154	Belle de jour	0061395	Bella de día	http://ia.media-imdb.com/images/M/MV5BMTAwMTc3NzA0NzleQTJeQWpwZ15BbWU3MDAxMTUxMzE@._V1._SY314_CR4,0,214,314_.jpg	1967	belle_de_jour	8.6	36	34	2	94	7.9	9	8	1	88	4	1378	84	http://content9.flixster.com/movie/10/86/32/10863255_det.jpg
155	Beyond Rangoon	0112495	Más allá de Rangún	http://ia.media-imdb.com/images/M/MV5BMTQwODgxMTA1NV5BMl5BanBnXkFtZTcwNzg0MTgyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1995	beyond_rangoon	5.1	30	11	19	36	5	10	4	6	40	3.5	3962	64	http://content8.flixster.com/movie/10/86/97/10869758_det.jpg
156	Blue in the Face	0112541	Blue in the Face	http://ia.media-imdb.com/images/M/MV5BMjE4MTUzMDIyMl5BMl5BanBnXkFtZTcwNzk4MDYyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1995	blue_in_the_face	5.5	20	9	11	45	0	3	1	2	33	3.5	1323	73	http://content8.flixster.com/movie/27/68/276818_det.jpg
157	Canadian Bacon	0109370	Operación Canadá	http://ia.media-imdb.com/images/M/MV5BMTA4OTAyNTE4MjheQTJeQWpwZ15BbWU3MDU1OTA2MjE@._V1._SX214_CR0,0,214,314_.jpg	1995	canadian_bacon	3.3	14	2	12	14	0	2	0	2	0	2.9	3460	49	http://content7.flixster.com/movie/26/00/260017_det.jpg
